,menus.description,menus.name
7666,"Filet Mignon Grilled Medium, Garlic Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Taco
7668,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
7669,Grilled all natural chicken raised without antibiotics,Taco
7674,"Your choice of meat with beans, fries and 2 tortillas",Taco
7676,"Bacon wrapped filet tips in house made tortillas with napa cabbage, tomatoes, blue cheese and sriracha aioli",Taco
7677,"Spicy grilled fish in house made tortillas with napa cabbage, mango slaw and chipotle ranch.",Taco
7678,Battered fish deep fried. choice of a crispy or soft flour tortillas. Served with our special creamy chipotle sauce.,Taco
7680,Beef or chicken,Taco
7683,"Three flour fajita tacos (beef, chicken or pork) . served with rice, bean soup, guacamole and pico de gallo.",Taco
7684,"Battered fried avocado stuffed with fajita meat and cheese, and a soft fajita taco. served with rice, beans, and pico de gallo.",Taco
7685,"Grilled tilapia cooked with onoins and cilantro wrapped in flour tortillas. served with rice, a cup of bean soup and avocado slices",Taco
7686,"Served with rice, beans, and pico de gallo",Taco
7688,Served with rice and beans.,Taco
7690,Served with rice and beans,Taco
7691,Served with rice and beans,Taco
7692,"Diced beef fajita meat, fried with onions or cilantro, in soft corn tortillas. served with rice, beans, and sliced avocados.",Taco
7693,Served with rice and beans,Taco
7696,Three soft corn tortillas filled with cooked filet of tilapia fish and salsa mexicana.,Taco
7697,"Two crisp tortillas filled with ground beef or chicken with shredded lettuce, tomato sauce, and cheese.",Taco
7698,"Vegetarian refried black beans, Rajas, Avocado, Cotija cheese, jicama slaw, habanero sour cream",Taco
7701,"Tomato sauce, taco sauce, mozzarella, cheddar, taco meat, lettuce and tomatoes",Taco
7703,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
7704,"Cotija cheese, shredded cabbage, bell peppers, avocado, lime",Taco
7708,"Soft or crispy tortilla, choose from chicken  beef or carnitas",Taco
7709,"Blackened shrimp, avocado, smoked chili aioli",Taco
7710,Pickled garlic kimchee,Taco
7711,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
7713,"Hatch chiles, black beans, guacamole, cheese and pico de gallo.",Taco
7714,"Seasoned shrimp, chipotle mayo, fabulous mango pico, cabbage and avocado.",Taco
7715,"Spinach, egg, onions, mushrooms, tomato and jack cheese. perfect for lunch or breakfast.",Taco
7716,Build your own breakfast taco with with choice of 2 items. served in choice of tortilla.,Taco
7718,"Seasoned, grilled, wild Atlantic cod, avocado, slaw, pickled vegetables, spicy STAR sauce on tortillas",Taco
7720,"White corn tortillas with freshest available grilled fish, fresh greens, and a side of guacamole, chili mayo, and our green chili sauce",Taco
7721,"Corn chips topped with our chili, mozzarella, cheddar, sour cream, guacamole, and our salsa on greens",Taco
7723,"Melted cheese, mushrooms, peppers, bacon, salsa, steak or chicken",Taco
7725,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7726,Seasoned ground beef,Taco
7730,Beef or chicken,Taco
7732,"Hash browns, scrambled eggs, taco meat, pepper jack cheese, tomatoes, olives, onions, sour cream and salsa",Taco
7735,"Chipotle-achiote marinated shrimp, napa cabbage, chipotle mayo and honey cumin dressing, pico de gallo, flour tortillas, sour cream drizzle",Taco
7736,"Chipotle mayo, panko-breaded mahi mahi, napa cabbage, honey cumin dressing, sour cream drizzle",Taco
7737,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
7738,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
7739,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
7740,Tilapia. 2 corn tortillas or 1 flour shell,Taco
7741,"Soft corn tortilla filled with roast beef, guacamole, onion and sour cream on the side",Taco
7743,"Sauteed shrimp in a spicy chipotle salsa, topped with lettuce",Taco
7744,"Fried chicken topped with lettuce, tomato, bacon and jalapeno ranch",Taco
7745,Fried popcorn shrimp topped with homemade jalapeno slaw,Taco
7746,Jerk chicken or pork topped with rice and black beans,Taco
7747,"Tilapia grilled with pico de gallo, topped with lettuce and cheese",Taco
7748,"Beef, chicken or bean taco in a soft or hard shell, filled with shredded cheese and lettuce",Taco
7749,Your choice of rice or beans,Taco
7756,"Two soft tacos, choice of meat or vegetarian",Taco
7757,"Sauteed chicken, vegetables, and guacamole",Taco
7760,"Choice of chicken, steak, or vegetarian taco",Taco
7770,"Soft corn tortilla, 3 charbroiled shrimp, cabbage, chipotles sauce, cheese, onion, and cilantro",Taco
7771,"Charbroiled fish, chipotle sauce, onion, cilantro, cabbage, and salsa",Taco
7772,"Charbroiled steak, onions, cilantro, beans, cabbage, and salsa",Taco
7773,"Charbroiled chicken, onion, cilantro, beans, cabbage, and salsa",Taco
7774,"Roasted pork, cabbage, cilantro, onion, beans, and salsa",Taco
7776,"Two tacos with the choice of meat, handmade corn or flour tortillas, one papota and a soft drink",Taco
7778,"Choose carne asada, chicken, carnitas, or fish",Taco
7782,"A taco that is pure taco raved the washington post magazine dining review. have yours made to your liking by choosing either a crisp corn tortilla shell or the soft flour tortilla shell and having it filled with meat, beans or our spicy chicken. topped with cheese, lettuce and tomato, they are sure to please.",Taco
7783,"Fresh corn tortilla lightly fried and filled with homemade mexican chorizo, diced tomato-onion-cilantro mix, topped with shredded lettuce and salt cheese. Three per order.",Taco
7784,"Fresh corn tortilla lightly grilled and filled with mexican grilled pork marinated in special chile sauce with cilantro, onion, and avocado sauce. Two per order.",Taco
7786,"Taco meat, cheddar cheese, tomatoes, shredded lettuce, mozzarella cheese, and a side of salsa",Taco
7787,Octopus,Taco
7788,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7789,"Choose from beef, chicken or shrimp served with rice and beans",Taco
7790,"Choose from beef, chicken or shrimp",Taco
7791,"With adam, s special sauce",Taco
7793,"Choose from beef, chicken or shrimp",Taco
7794,"With adam, s special sauce",Taco
7795,"Choose from beef, chicken or shrimp served with rice and beans",Taco
7797,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7798,"Shrimp, fish and pulled pork (1 each)",Taco
7801,Fajita spiced and skillet bronzed fish with pepperjack cheese and mango salsa.,Taco
7802,Picodillo taco meat with pepperjack cheese.,Taco
7807,"A baked tortilla shell fixed with mixed greens, topped with cheddar jack cheese, warm seasoned ground beef, tomato, scallions, black olives and onion tanglers",Taco
7812,"Baked cod fillets with black beans, shredded cabbage and cheddar Jack cheese. Served with salsa and sour cream. Choose either corn or flour tortilla.",Taco
7816,Pork or chicken taco with fresh grilled pineapple,Taco
7817,"Corn tortillas with choice of beef, chicken, pork or veggies",Taco
7818,"Blackened white fish topped with cilantro cream sauce, cabbage and pico de gallo.",Taco
7819,Fried shrimp tossed in a honey sriracha lime sauce. Topped with fresh peach salsa and green tomato slaw,Taco
7820,Topped with fresh peach salsa and green tomato slaw,Taco
7821,Choose grilled mahi mahi or shrimp,Taco
7822,"Grilled Short Ribs glazed with Korean BBQ marinade, kimchi, gochujang mayo, corn tortillas.",Taco
7824,"Grilled flour tortilla tacos, with queso, guacamole, lettuce and tomato with choice of hatch red or green chile",Taco
7825,"Grilled flour-corn tortillas filled with tecate beer battered tilapia, chipotle crema, queso fresco, avocado slices, cabbage, cilantro, onions and tomatoes",Taco
7826,"White corn tortillas topped with cabbage, cilantro, onions and cotija cheese",Taco
7828,"Large grilled flour tortilla served con street corn, guacamole, crema, lettuce, tomato, cotija cheese y salsa",Taco
7829,"(1) ground sirloin y (1) chicken, served con street corn, fideo y salsa roja",Taco
7833,"Corn tortillas with Baja slaw and chipotle sauce, served with southwest salad",Taco
7837,Skirt steak.,Taco
7842,"Served in three crispy wontons with avocado, mango, kimchee, sesame oil and avocado-citrus-ginger aioli.",Taco
7845,"Ground beef or chicken on a bed of shredded lettuce, served in a large crisp tortilla shell with cheese, tomatoes and onions.",Taco
7847,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7848,"Marinated skirt steak, avocado, roasted peppers, cilantro, pico de gallo.",Taco
7849,"Roasted peppers, cheddar cheese, pico de gallo",Taco
7851,"Scrambled eggs, bacon, cheddar cheese, pico, corn tortilla.",Taco
7852,"Cabbage, aji ammarillo sauce, pico de gallo.",Taco
7855,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7856,"Three tacos stuffed with shredded beef or shredded chicken, mashed potatoes and fried to a golden brown. topped with lettuce, tomatoes, marinated red onions and sour cream. served with refried beans and Mexican rice.",Taco
7857,"Three corn tortilla tacos with battered shrimp or battered red snapper, melted cheese, lettuce, marinated red onions and guacamole sauce. Served with cilantro rice.",Taco
7861,"Your choice of crispy corn or soft flour tortillas with meat, salsa, cheese, sour cream and romaine lettuce.",Taco
7862,"Your choice of crispy corn or soft flour tortillas with meat, salsa, cheese, sour cream and romaine lettuce.",Taco
7865,"Grilled Grouper, peppers, onions and cheese deep fried. Served with mango salsa and your choice of sour cream or guacamole with fried chips",Taco
7866,"Adobo marinated cod, Jamaican slaw and mango BBQ sauce with fried chips or coleslaw",Taco
7867,"Two fresh homemade soft flour tortillas filled with grilled chicken, crisp lettuce, fresh pico de gallo, chipotle aioli and crumbled cotija cheese. Served with Fresh Mex rice, our signature sweet corn tamalito.",Taco
7868,"Grilled local catch, chili-garlic marinade, fennel slaw, avocado salsa verde, rice cake.",Taco
7869,"Steak, chicken, ground beef, al pastor, chorizo, barbacoa.",Taco
7870,"Steak, chicken, ground beef, al pastor, chorizo, barbacoa.",Taco
7871,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
7872,"12 crunchy or soft tacos filled with seasoned beef, crisp shredded lettuce and real cheddar cheese",Taco
7873,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
7874,"This taco bell fresco taco is a warm, soft flour tortilla filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7875,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
7876,"This taco bell fresco taco is a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7878,"A warm, soft flour tortilla spread with hearty beans and wrapped around a crunchy corn taco shell filled with seasoned ground beef, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes and reduced fat sour cream.",Taco
7879,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese Doritos chips.",Taco
7880,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
7881,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
7882,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
7884,Grilled chicken caesar salad in a taco shell,Taco
7885,Grilled chicken caesar salad in a taco shell,Taco
7886,"Two flour tortillas filled with beer battered whitefish, cabbage, tomatoes, chipotle sour cream, cheddar and mozzarella cheese. Served with a side of tri-colored tortilla chips, salsa and sour cream.",Taco
7887,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7891,"Three corn or flour tortillas with scrambled eggs, machaca or diced steak, peppers, onions, and cheddar jack cheese.",Taco
7892,"Three corn or flour tortillas with scrambled eggs, machaca or diced steak, peppers, onions, and cheddar jack cheese.",Taco
7899,"Two crunchy corn tortillas filled together with your choice of meat, whole beans, salsa fresca, and melted monterey jack cheese",Taco
7900,"Two corn tortillas filled together with your choice of meat, whole beans, and salsa fresca",Taco
7901,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
7902,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
7903,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
7904,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
7910,"Marinated beef sirloin with cabbage, carrots, tomatoes, cilantro, avocado and sour cream. served with asian slaw and roasted tomatillo salsa",Taco
7913,"blackened wahoo, shrimp, scallops, cabbage, avocado, guajillo banana mole, cotija cheese, corn tortillas",Taco
