,menus.description,menus.name
8681,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8682,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8683,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8684,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8692,"A warm tortilla filled with seasoned black beans and rice, pico de gallo, sour cream and tender chicken. fried or grilled signature campero chicken",Burrito
8694,Spicy shredded beef rolled in a flour tortilla with chile con queso topping. Served with your choice of papas con chile or Mexican rice and refried beans.,Burrito
8696,"Rice, cheese, carne asada, shrimp, tartar sauce",Burrito
8697,With wheat tortilla,Burrito
8699,"Citrus rice, black beans, red tomatillo salsa and salsa fresca wrapped in a whole grain tortilla.",Burrito
8703,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8704,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8705,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8706,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8707,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
8710,"Everything you find in our burritos, without the tortilla. marinated and grilled meats or veggies, whole pinto or black beans, rice, cheese, and salsa.",Burrito
8711,"A freshly made, giant flour tortilla, filled with your choice of marinated and grilled meats or veggies, whole pinto or black beans, rice, cheese, and salsa.",Burrito
8714,"Marinated steak, fresh guacamole, cheese and pico de gallo. Served with rice, beans and a side of sour cream.",Burrito
8715,"Two eggs scrambled with bacon, cheddar cheese, homefries and avocado. Served with rice and beans.",Burrito
8719,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8720,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8721,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8722,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8723,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8731,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8739,"Two eggs, chorizo, cheese and hash browns wrapped in a large flour tortilla",Burrito
8740,"Two eggs, cheese and hash browns and a choice of, bacon, sausage or ham wrapped in a large flour tortilla",Burrito
8741,"Two eggs, cheese and hash browns inside a large flour tortilla",Burrito
8742,"Two eggs, chorizo, cheese and hash browns wrapped in a large flour tortilla",Burrito
8743,"Two eggs, cheese and hash browns and a choice of, bacon, sausage or ham wrapped in a large flour tortilla",Burrito
8744,"Two eggs, cheese and hash browns inside a large flour tortilla",Burrito
8745,"Triple cheese, with double the lettuce and tomatoes",Burrito
8746,"Fajita steak and buffito style chicken with cheese, lettuce, creamy blue cheese dressing, and hot sauce",Burrito
8747,"Grilled salmon, organic spinach, roasted corn rice and sour cream. served with tomatillo sauce, black beans, pozole salsa and cilantro pesto",Burrito
8748,"Eggs, chiles, cheese, onion, house made chimichurri and enchilada sauces",Burrito
8749,"Pizza Dough Stuffed with Ground Beef, Green Chile, Mozzarella and Tomato Sauce",Burrito
8751,"Eggs, cheese, sausage and potatoes, smothered in green chili",Burrito
8754,"Flour tortilla stuffed with spiced beef. rice, beans, roasted peppers and onions topped with melted cheese and enchilada sauce",Burrito
8756,"Flour tortilla stuffed with spiced beef. rice, beans, roasted peppers and onions topped with melted cheese and enchilada sauce",Burrito
8757,"BBQ pulled pork and chorizo with rice, beans. peppers and onions inside a flour tortilla then topped with melted cheese and enchilada sauce",Burrito
8758,"BBQ chicken, roasted peppers. cilantro, onions and smoked gouda cheese all stuffed with rice and beans in a flour tortilla and topped with melted cheese and enchilada sauce",Burrito
8773,"Scrambled egg, pike valley farm sausage, kennys cheddar, potato, black bean, sour cream, salsa, flour tortilla",Burrito
8774,"Scrambled eggs, grilled steak, pepperjack cheese, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
8775,"Scrambled eggs, sausage, ham, bacon bit, hash brown nuggets, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
8776,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla",Burrito
8777,"Your choice of filling wrapped in a flour tortilla with beans topped with melted cheese, with your choice of chile verde or tomato sauce. Served on plate of rice. Served with lettuce, tomato, onion, sour cream and guacamole.",Burrito
8778,"Grilled marinated chicken, cilantro rice, black beans, pepper, onion, pico de gallo, cheddar, jack, guacamole, sour cream",Burrito
8782,"Cuban black beans and colby jack cheese in flour tortilla. with chipotle con queso, sour cream, house tortilla chips and tomato cilantro salsa.",Burrito
8783,Baked beef,Burrito
8784,Chicken,Burrito
8785,Sausage,Burrito
8786,Baked pork,Burrito
8787,Spicy pork,Burrito
8788,Seasoned pork,Burrito
8797,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8798,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8799,"Scrambled Eggs, Chorizo, Black Beans, Avocado, Cheddar Cheese, House Made Corn Chips and Fruit",Burrito
8803,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8804,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8806,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers. Served with guacamole, sour cream, salsa and black beans",Burrito
8810,"With scrambled eggs, chorizo, sour cream, poblano aioli, salsa rojo, potatoes, guacamole, queso fresco, black beans",Burrito
8811,"Ham or bacon, cheese and a side of bell peppers and onions in a chipotle salsa.",Burrito
8812,"Ham or bacon, cheese and a side of bell peppers and onions in a chipotle salsa.",Burrito
8813,"Beans, vegan cheese, mushrooms and salsa",Burrito
8814,"Beans, vegan cheese, mushrooms and salsa",Burrito
8817,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
8822,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
8828,Beef or chicken,Burrito
8834,"Sliced streak marinated in our homemade salsa and taco sauce, served on burrito with raw onion, tomato and lettuce",Burrito
8835,"Diced chicken marinated in our homemade salsa and taco sauce, served on burrito with raw onion, tomato and lettuce",Burrito
8836,"Ground beef marinated in our homemade salsa and taco sauce, served on burrito with raw onion, tomato and lettuce",Burrito
8846,"Beef, cheese, chicken",Burrito
8847,1 big rolled flour tortilla chicken or beef,Burrito
8848,"Cheese, beef, chicken",Burrito
8849,"Cheese, chicken, beef",Burrito
8850,"Cheese, chicken, beef",Burrito
8851,"2 rolled flour tortillas, chicken or beef",Burrito
8868,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
8874,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
8875,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8876,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8879,"Scrambled eggs, spinach, tater tots, jack cheese, roasted tomato salsa",Burrito
8880,"Served with rice, beans, onions, bell pepper, avocado, cream, cheese, and hot sauce",Burrito
8881,"Cheese, beans, rice, onion, bell pepper, and hot sauce.",Burrito
8882,"Rice, beans, topped with red sauce, choice of meat, sour cream, avocado, lettuce and tomato",Burrito
8883,"Mexican sausage and eggs, beans, salsa, rice cheese, sour cream and avocado",Burrito
8884,"Served with rice, beans, cheese, sour cream avocado, salsa, and choice of meat",Burrito
8885,"Mexican sausage and eggs, rice, beans and salsa",Burrito
8886,"Served with beans, cheese, onions, cilantro, special salsa and choice of meat",Burrito
8887,"Rice, beans, lettuce, cheese, avocado, sour cream and salsa",Burrito
8888,"Served with rice, beans, salsa and meat",Burrito
8894,"Ham, bacon AND sausage, eggs, hash browns and American cheese",Burrito
8895,"Ham, bacon, or sausage, eggs, hash browns and American cheese",Burrito
8897,"Grilled onions, peppers, cabbage, with cheddar and chimichurri sauce",Burrito
8899,"Jalapeno, cucumber, carrot, bbq white fish, peppers",Burrito
8902,"A large flavor tortilla filled with diced peppers, onions, jalapenos, spicy chorizo sausage and two scrambled eggs topped with salsa, cheese and sour cream",Burrito
8906,"3 Rolled Bean Burritos Topped with Chile, Chorizo, Lettuce, Cheese, and Chips",Burrito
8907,"Chicken, Green Chile and Cheese",Burrito
8908,"Carnitas, Refried Beans, Chile Chorizo and Cheese",Burrito
8909,Baked Pork in Red Chile and Cheese,Burrito
8910,"Beef Brisket, Green Chile and Cheese",Burrito
8911,"2 Cheese Chile Rellenos, Green Chile, and Refried Beans",Burrito
8912,"Eggs, Chorizo, Hash Browns, Retried Beans. Cheese, and Green Chile",Burrito
8913,"Refried Beans, Chile Chorizo, and Cheese",Burrito
8916,"Beans, cheese, sour cream, chicken or beef",Burrito
8918,"Beans, cheese, sour cream, chicken or beef",Burrito
8919,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8920,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
8921,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8922,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
8923,"Skyline chili bean mix in a soft tortilla, topped with our secretrecipe chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8924,"Skyline chili bean mix in a soft tortilla, topped with our secret-recipe chili and shredded cheddar cheese.",Burrito
8935,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8937,"A flour tortilla, filled with a choice of chicken, chorizo, bacon, ham or sausage along with two eggs, onions, green chilies, refried beans and potatoes. Topped with our homemade pork green chili, cheese, tomatoes, sour cream and chives.",Burrito
8938,"Three Fluffy Scrambled Eggs and Onions Wrapped in a Flour Tortilla Topped with Cilantro Tomato Salsa, Corn and Avocado Relish",Burrito
8939,"Scrambled eggs, avocado, chorizo, potato, fresh jalapeno, red onion, and melted cheese.",Burrito
8943,"Chorizo, scrambled eggs and potatoes rolled in a warm flour tortilla, served with salsa and sour cream.",Burrito
8944,"Three eggs scrambled with green onion, bell peppers, jalapenos and ham, rolled in a warm flour tortilla with cheddar jack cheese. Served with salsa and breakfast potatoes.",Burrito
8949,Filling of choice with white cheese and salsa in a flour tortilla.,Burrito
8950,White roughy,Burrito
8951,White roughy,Burrito
8957,Cabo style or caesar style.,Burrito
8958,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
8959,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
